Product Name,Brand Name,Price,Rating,Reviews,Review Votes,predict_rating
Apple MF259LL/A - iPhone 4s 8GB / 8MP Camera - Unlocked - Black (Certified Refurbished),,103.94,4,"exactly as described, great condition, refurb phone...although it is unlocked the format stops it from being used with all carriers...",0.0,4
Apple iPhone 4 32GB (Black) - AT&T,Apple,99.99,3,"the product was Ok, but 'm not happy with the dealer, my stuffs was late 15 days and I had some problems to get it.",0.0,4
Motorola Moto G LTE- Factory Unlocked US Warranty (Black),,108.0,5,"Love it! I bought it because of the positive reviews and price point. I just could not see myself spending $600 or more for a phone. My Moto G 4G LTE does everything the expensive phones do for a lot less. Sure the camera is a weak point but it is good enough for the basics. I use a 64GB SD card for storage and works wonders.Hmmm, thinking if I should get the 2nd gen Moto G??? Maybe when this (1st gen) phone is on its last leg. :>)",0.0,4
Apple iPhone 5C 32GB Factory Unlocked GSM Cell Phone - Blue,Apple,274.95,5,"Very easy return when we changed our minds and wanted to send it back.Oddly, this expensive item was dropped on our doorstep in a little box with no signature required.",1.0,0
"Samsung Galaxy A3 A300H Unlocked Cell Phone - Retail Packaging - White, INTERNATIONAL VERSION NO WARRANTY",Samsung,189.99,5,"It's a very good phone. Affordable but wit a good camera, enough space to save documents, pictures, music and other personal files. Nice screen, you can use it with two different SIM.",1.0,2
"Samsung Galaxy Grand Prime G531H/DS International Version Unlocked Cellphone, Retail Packaging, Gray (International Version)",Samsung,189.9,5,"I love it! Especially, the duos sim cads. Great phone at a great price.",1.0,4
"Apple iPhone 6, Gold, 128 GB (Sprint)",Apple,620.0,5,iPhone 6 is a solid phone that is simplistic with the operating system. I like the thinner design and power button on the side. A good product from Apple.,1.0,4
"LG G3 D855 Unlocked Cellphone, International Version, 32GB, Black",,218.88,1,"I got 3 such devices. somehow they all came pre-rooted with isr firmware (bought from US and sent to US). all 3 are kitkat but fail upgrading via LG suite. Not all 3 have the same revision of the firmware.2 of the devices lose the touch and force me to open them, remove and re-insert the battery once a day to reactivate the touch.The third device is ok regarding its screen but cannot connect to a PC.I ldon't live in the US so sending them back to the seller is impossible. I asked them about the pre-rooted firmware to which they replied that they don't know what rooting is.One bad phone is something that happens, but 3 bad phones in one short domestic shipment is a huge red flag.I suspect these are all refurbished or worse but sold as new . beware.",0.0,0
Verizon LG enV3 VX9200 No Contract 3G QWERTY MP3 Camera Cell Phone Red,LG,18.22,5,If you aren't going to get a smart phone and love to text this is the phone for you! My family member isn't really using all the features since all she wants to do is text but it has lots of options if you aren't ready or willing to step up to a smart phone. Has worked reliably for years.,0.0,4
"BlackBerry Classic Factory Unlocked Cellphone, Black",BlackBerry,149.99,5,all ok,2.0,4
5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play),,161.06,5,Good,0.0,4
"Apple iPhone 6 Plus, Silver, 64 GB (T-Mobile)",,749.98,5,Great deal!! Was a little nervous at first as Warehouse items can be hit or miss. Have gotten a broken watch and damaged coffee maker in the past. Not the case with the iPhone. It was in perfect shape and packaged fantastic. Only thing missing was the box. Saved a few hundred and it worked out great.,1.0,4
BLU Studio 5.5 HD - US GSM Unlocked - Gold,BLU,99.0,1,"overall this phone sucks the battery life is way to short, I don't like it an wouldn't tell anyone to buy it. I wish there was something lower then 1 because that's what it would get ( 1 to 5 ) -12",0.0,2
"Samsung Galaxy Note 4 N910C Unlocked Cellphone, International Version, 32GB, Black",Samsung,449.99,5,Excellent product.,0.0,4
Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty,Huawei,399.99,5,Beautiful phone . For a great price,1.0,4
"LG Nexus 5 D820 16GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 5"" True HD IPS+ Multi-Touchscreen -White",,160.0,5,"Excellent phone, but it's a little rough on the battery. I really wish they had included a fingerprint reader.",0.0,4
"Sony Xperia Z Ultra C6833 Black (Factory Unlocked) LTE 800/850/900/1700/1800/1900/2100/2600 , 3G 850/1900/1700/900/2100 - International Version No Warranty",,450.83,5,"Ordered the phone yesterday and received it today! It's a beautiful display. The screen ""real estate"" for icons and such is awesome! I am a last year pharmacy student on rotations so this phone fits perfectly in my white coat pocket and acts as a terrific reference tool for micromedex, lexicomp, etc as well as a digital book reader (dipiro pharmacotherapy installed :). This phone may not be for everyone due to its size but for certain occupations and individuals with large hands it's heaven-sent!UPDATE:well, since this replaced an HTC One m7 with no external sd card support, I didn't realize Google decided to cripple being able to use external sd cards for WRITING data since their Kit Kat build. Luckily, this is easily alleviated by rooting the phone and installing xposed framework. Theres also a could apps on the play store that will allow RW on external sd card slot as well IF you install root access. I am friggin thrilled with this phone so far. Another note, if you are on AT&T, make sure to go under Settings>More>Internet Settings and select your carrier so that it will configure the phone for mobile data connectivity with ATT network!",2.0,4
Apple iPhone 5c 32GB (Blue) - Verizon Wireless,Apple,103.94,5,All was great!,0.0,4
Samsung Galaxy S3 Mini GT-i8190 factory Unlocked International Verison No Warranty - BLUE,Samsung,188.99,5,nice product,0.0,4
"BLU VIVO 5 Smartphone -5.5"" 4G LTE GSM Unlocked - 32GB +3GB RAM - Silver",BLU,199.95,5,"This isn't necessary a review, only an encouragement to those that are not quite yet ready to try the brand BLU. It is my first BLU device and I admit I was skeptical to switch from years of loyalty to Samsung. It turned out to be a rewarding decision. The setup is very user friendly and the speed is remarkable. In fact the only thing that slightly did dissapointed me was the camera. I'm using the phone currently in Germany without any setbacks. Not sure if I would pay twice as much for it as some have suggested. However, I do think it does hold the value far above and makes me look at BLU with eyes of an returning customer.",1.0,3
Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,5,Excelent,0.0,4
"Padgene [Update Version] Vogue 6"" Android 5.1 Unlocked Smartphone, 4 Core, Dual Sim, Dual Camera, 2G / 3G GSM Touchscreen Smartphone, Black",Padgene,77.99,1,It's slow... Snapchat closes and freezes. Pictures aren't clear. Probably going to return it.,4.0,0
"Samsung Galaxy S6 SM-G920i Unlocked Cellphone, 32GB, Black Sapphire,INTERNATIONAL VERSION NO WARRANTY",Samsung,479.99,1,Awesome phone but starting acting weird within less than two months. Thank god AMAZON gave me a refund.,,4
Samsung Gusto Sch-u360 Prepaid Phone,Samsung,42.89,3,I am disappointed in the battery life this phone has. My old phone was old and yet the battery held for a very long time.,0.0,2
BLU Diva Flex - Flip phone - unlocked Dual Sim - White,BLU,24.99,4,Perfect phone for the price,0.0,4
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,30.99,2,"i got the phone and it's missing the tray to insert a sim card... it's useless the plus side it looks like it used to belong to a woman and she had ""nice"" pictures",0.0,0
BLU Studio 7.0 II -Unlocked Smartphone - US GSM - Grey,BLU,71.05,3,This is not a Dual Sim Smartphone as stated,0.0,0
BLU Studio C 5+5 Smartphone with Lollipop OS- US GSM Unlocked - White,BLU,94.99,3,Phone works fine but battery does not hold charge for long. The phone has to be charged every day after a few months of use.,1.0,2
Samsung Galaxy Note 3 N9005 32GB 4G LTE WHITE Unlocked International Version,,313.05,5,"So far, this has been all that I expected for! Blazzing fast, expectacular camera, the battery lasts for two days (in average), and recharging it is also quite fast (approximatly 1:30hs from fully depleted to fully charged)!And wrapping up, I did not had any problems with ""Region Lock""! When I received the phone (Model N9005), I actived it in the USA using a pre-paid T-Mobile SIM! Then, when I've came back to Brazil, I've replaced it with my local Vivo SIM, without any glitches! Everything is working perfectly here!",0.0,4
"Samsung Galaxy S6 Edge SM-G925 Factory Unlocked Cellphone, International Version, 32GB, White (International version, No Warranty)",Samsung,449.99,5,Works like a dream and everything has been reviewed! Love my new phone after 4 years with the S3 this is a great improvement!,1.0,4
"Apple iPhone 6 Plus 16GB Factory Unlocked GSM 4G LTE Smartphone, Gold (Certified Refurbished)",,399.97,5,As brand new!!!,2.0,4
Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,Nokia,75.99,5,Good,0.0,4
Samsung - Galaxy Young 2 DUOS G130 Unlocked GSM Dual-SIM HSPA+ Phone - White,Samsung,249.99,5,EXCELENTE!,0.0,4
ZTE Z Max 2 16GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 8MP Camera - Black,ZTE,119.88,4,Its took me a long time to have it!! But I have the product as I want; I hope the seller will do his best the next time so I'm really satisfied of the cellphone. I could recommend it...,0.0,4
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Gold,BLU,134.95,5,Just one word: Wow!,0.0,4
"LG G3 D851 4G LTE, 32GB, (GSM Unlockedx200E;) Smartphone, Metallic Black",LG,199.99,1,"For the love of all that is, PLEASE DO NOT BUY THIS PHONE!! We were sold a phone with a BLOCKED SERIAL NUMBER, meaning that it can never be used. Period. The previous owner didnt pay their bill and we got sold the end product. A phone with a permanently blocked SERIAL NUMBER. I was told by TMOBILE, when I called to find out how to unlock it, that even if I did it could never be used because the SERIAL NUMBER is associated with an unpaid account, So I spent 200.00+ on a paper weight. Fulfilled by Amazon. So they dropped the ball a bit on checking it to see if it was even usable. Customer Service told me it was a mistake. YEAH. A mistake that cost me 6.00-7.00 for the SIM card and 46.90 for a 30 day phone card through Straight Talk, where we were trying to set it up. Before you go telling me that I should have checked it first, I shouldn't HAVE TO!! I should be able to reasonably expect that the phone was valid. It dang well should have been for what we paid.LG G3 D851 32GB T-Mobile - Silky White",9.0,0
"LG V10 H962 64GB Ocean Blue, Dual Sim, 5.7"", 16 MP, Unlocked International Model, No Warranty",LG,419.9,5,"The LG V10 is one of the best phones on the market right now, the product arrived as it supposed too, with a fast charger and a headset too.Thanks!",0.0,4
"Apple iPhone 6, Space Gray, 16GB (AT&T)",Apple,345.99,5,Haven't had any issues yet and it's been 6 months.,0.0,4
"BLU Studio 6.0 Unlocked Cellphone, White",BLU,971.6,5,Amazing......the best and excellent price,0.0,4
LG Electronics LG G3 D855 16GB Unlocked Cell Phone - Unlocked (Titan),LG Electronics,249.0,3,"I should of know this phone was going to give me issues. to good to be true. the phone looks good and does not lag. cant be a bit of a heater. but thats okay. what really makes me disatisfied is the fact that i can access my front camera, i dont know what it looks like. . the primary camera shuts down frequently. the charger and the headphones stop working. i try contacting the seller, they pretty much told me they cant do nothing for me. smh THIS IS A GAMBLE!",1.0,2
CNPGD® [U.S. Warranty] 3G Android Watch Cell Phone with GPS WIFI,CNPGD,99.99,5,I love it.very useful esp. If I'm in the gym. I don't need to carry my cellphone in my pocket. It works good too. Thanks,1.0,4
LG Electronics LG-D855-G3-32GB Unlocked Cell Phone - Retail Packaging - Black Gold - (International Version no warranty),LG Electronics,225.95,5,i love it. and it works for metro pcs. there are a few problems where it switchs to 3g alot and sometimes the data connection breaks. but i love it. the phone is great and gorgeous a little bit heavy but a great phone,4.0,4
Motorola Moto E (1st Generation) - Black - 4 GB - Global GSM Unlocked Phone,Motorola,109.99,5,"Love it! Still learning all its features which are many! I resisted buying a smart phone for a long time, and now I am so happy with my smart phone I wonder why I waited so long to get one! SB from Apopka, FL",0.0,4
"Samsung Galaxy J7 SM- J700H/DS GSM Factory Unlocked Smartphone-Android 5.1- 5.5"" AMOLED Display- International Version (White)",SAMSUNG,207.5,5,VERY GOOD!,0.0,4
BLU Advance 4.0L Unlocked Smartphone -US GSM - Pink,BLU,57.29,5,Everything ok,0.0,4
BLU Studio 5.0 C HD - Unlocked Cell Phones - Retail Packaging - Blue,BLU,2000.0,1,This phone worked fair at first just slow and would not work Netflix then it started locking up now it locks up all the time. I have a old moto razor cheap 45 dollar phone and it did more than this one send back and will get 40 dollars not even a year old,0.0,0
"POSH Titan HD E500a - 5.0"" HD, 4G, Android 4.4 Kit Kat, Octa-core, 8GB , 13MP Camera, Ultra Slim, Dual Sim Smartphone (Black)",Posh Mobile,91.91,2,I am not very happy with this phone. Volume is not good... Speaker is not very good.... Overall just want to send this phone back for something else !!!!,0.0,2
"Samsung Galaxy Grand Prime G531H/DS International Version Unlocked Cellphone, Retail Packaging, Gray (International Version)",Samsung,189.9,1,"The phone work fine, but I bought as Unlocked phone and the phone is locked.",2.0,2
HTC Desire 610 8GB Unlocked GSM 4G LTE Quad-Core Android Smartphone,HTC,115.0,1,"I bought this cell like a gift for my mom she live in other country and the battery exploded one moths after, I don't know if the phone have a warranty but I cant get this phone, I'm very disappointed, btw I bought 2 and the other one is working very good",0.0,0
Sony Xperia Z5 Unlocked Phone - Retail Packaging - Gold,Sony,599.99,5,I love it. The purchase was easy the delivery fast,0.0,4
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",,99.99,3,"Although this did not come with original accessories as stated, knock off charger and no headphones which were include in the original accessories of the iphone 4, the phone seems to work fine for my teenager, the exterior is in excellent shape. Will update when I take it to our carrier.",0.0,2
Unnecto Air 5.0 Cell Phones - Unlocked (White),Unnecto,59.99,4,Serviceable for the price. There's a loose cutie in mind after 6 months I'll need to get fixed. (It restarts itself if I step too heavy when walking) and I have no idea where I'll find a replacement battery when the time comes. Plus the programmers seen to have got the time zone wrong??? Sometimes it convinces me in an hour late to a thing.But mostly it's quite acceptable.,0.0,2
Honor 8 Dual Camera Unlocked Phone 64GB - Pearl White - GSM - US Warranty,,349.99,5,"Very good product, arrived on time, recommended.",0.0,4
Sony Xperia E C1504 Unlocked Android Phone--U.S. Warranty (White),Sony,34.99,4,"I love my SONY. I have sony pretty much everything for my consumer electronics, and though this is not as sexy as my Xperia SL, it is plenty to be satisfied with where it's priced at. Deduct a star for the tiny screen & the bit outdated android & 3G. Otherwise, love it. :D",6.0,3
Samsung Galaxy S6 Edge Plus G928C 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - Gold Platinum,Samsung,459.99,5,For me the best phone on the market. You don't need the S7,0.0,4
Samsung SGH a777 - Cellular phone - 3G - WCDMA (UMTS) / GSM - slider - Blue - AT&T,Samsung,99.99,5,"I needed to replace my phone similar to this model, something simple. If you are looking for a phone that does not require a data plan, I recommend this phone. My friend also use this phone for almost 2 years and never had a problem.",,4
"verykool s5017 Dorado 4G HSPA+ 5.0"" IPS LCD Unlocked GSM Smartphone Android 4.0 Bluetooth 1.3GHz Dual-Core 8MP WiFi USB MP3 Email AT&T TMobile (Black)",verykool,79.99,5,Can't beat the price...Does almost everything my wifes $700.00 phone....,,4
Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Gold,,699.95,5,The best!!!,0.0,4
"Kocaso NovaOne 6"" IPS Screen Quad Core All in 1 Tablet / Phone 3G / WiFi Dual Sim Dual Camera Android 4.4 (White)",Kocaso,79.99,1,it is horrible do not buy stopped working in 3 days,0.0,0
"Samsung Galaxy S7 Edge SM-G935F 32GB Factory Unlocked GSM Smartphone - International Version, No Warranty (Titanium Silver)",,593.5,5,I rate this as a 100 % not a fake fun everything is fully clean,0.0,0
Samsung Convoy U640 Phone for Verizon Wireless Network with No Contract (Gray) Rugged,Samsung,79.95,5,as expected,0.0,4
Star 4.5 Global GSM(Pink),BLU,85.09,3,Different color from the picture. Bottom is a bit tight too.,0.0,4
"HTC ONE M9 32GB Unlocked GSM 20MP Camera Smartphone, Gunmetal Grey",HTC,345.0,2,Heats up while using maps plus fool forever to receive,1.0,4
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Grey,BLU,129.99,5,"First one came and was defective the camera would malfunction and the UI would constantly crash and bug out, Replacement was sent next day got it on the Metro PCS Network and No complaints amazing phone for the price! Blu Is really stepping it up! I'd say It's just as good and better then some Flagships in 2016!",1.0,4
Apple iPhone 6 a1549 16GB Silver Unlocked (Certified Refurbished),Apple,334.99,1,"Disaster. The phone's reception was terrible and it had a short battery life. On top of that, the charger broke after a week with the phone saying that it wasn't a certified charger. The problem with cheap charger is that it kills your battery (or so they say). So, all those suspicious glowing reviews may not be happy after 6 months.Ok, so after all that I return it and, using my tracking number, I see that they received it. Then I waited for a refund, but it never came. I contact them and they said that I have to give them a tracking number in order to get a refund. That was not a part of the return policy. At that point I couldn't find my tracking number so I had to beg my post office for copy. Another waste of 2 hours.The worst part is that this phone isn't even a great deal. I got a new brand model from Boost mobile for the same price. If you want one on the Verizon network, then go with a Groupon deal - again, for the same price. Don't risk a refurbished unless there is a steep discount.Lastly, if you want a free phone, just buy one from these guys and return an empty box. Yes, they are so disorganized that they will give you a refund. I didn't do this, but you certainly can.",2.0,0
Sony Xperia Z1 C6903 16GB Unlocked GSM 4G LTE WaterProof Smartphone w/ 20MP Camera and Shatter-Proof Glass - Black,,219.99,5,Very good,0.0,4
X-shop 5.5-inch Unlocked White Lenovo A850 3g Smartphone-(960x540) Quad Core 4gb Mt6582m 1331mhz Android 4.2 Dual Camera +Dual SIM (Rooted + Google Play),,119.99,5,Excellent cellphone its great,2.0,4
"LG G5 H860 5.3"" 32GB ROM 4GB RAM Dual Sim Snapdragon 820 Quad-Core 4G LTE Smartphone - (International Version/No Warranty) (Gold)",LG,408.0,5,Awesome,0.0,4
"Samsung Galaxy S6 SM-G920i Factory Unlocked Cellphone, 32GB, Blue INTERNATIONAL VERSION NO WARRANTY",samsung,429.99,1,Phone was locked. Still need code to unlock phone.,0.0,0
ZTE Z Max 2 16GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 8MP Camera - Black,ZTE,119.88,5,Quick Service.. as described.. great for old eyes like mine,1.0,4
Apple iPhone 4S 16GB 3G WiFi White Smartphone AT&T,,74.95,5,"Very happy with phone and service,thinking of purchasing another,now the wife needs phone guess where it's coming from thanks for everything!!",0.0,4
"BLU Life XL 4G 5.5"" 8GB 13MP Dual SIM Unlocked Android Smartphone - White",BLU,99.99,5,Wonderful transaction and phone...Thank you!,0.0,4
Moto G Play (4th gen.) - Black - 16 GB - Unlocked,,149.0,1,"Almost non-functional. The only part of this phone that is reliable is the amazon ads - they work great. After six frustrating hours trying to get it to work, threw it away.",2.0,0
Nokia Lumia 920 32GB Unlocked GSM Windows 8 Smartphone w/ Carl Zeiss Optics Camera - Red,Nokia,102.95,5,Bought this for a friend. She loves it!!,1.0,4
HTC 1 X Unlocked GSM Android Smartphone with Beats Audio Sound and Front-Facing Speakers - White,HTC,89.99,5,"excellent article, the best price and delivery time is very fast recommend to all",0.0,4
"ZTE Axon Pro Unlocked Phone, A1P133, 32 GB Chromium Silver",ZTE,249.0,5,"I chose to get the Axon in gold which is definitely an attention grabber especially with the 5.5 inch display. The camera on the AXON is Amazing! The pictures I take are clear and full of life. The Snapdragon processor has getting to my pages fast. Overall, the Axon is a phenomenal device and definitely worth the money.",0.0,4
BLU Advance 4.0L Unlocked Smartphone -US GSM - Pink,BLU,57.29,1,It just stopped working after only 2 months. Would not reboot off the menu screen. Total waste of money...,0.0,0
Samsung Galaxy Note 4 N910a 32GB GSM Unlocked Smartphone Charcoal Black (Certified Refurbished),Samsung,338.99,1,Been waitin on this galaxy note 4 and it does not turn on .,0.0,4
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Gold,BLU,134.95,1,"I bought this phone on the 6th of January 2016, two months later the battery is dead. And you can not just replace it, it's a built-in Battery. Very disappointed.",2.0,0
Sony Xperia Z3+ (Z3 Plus) E6553 5.2-Inch 32GB Factory Unlocked Smartphone (Black) - International Stock no warranty,Sony,305.0,1,"just DON'T buy it. If you're part of the lucky group which doesn't face overheating issues...well it is a really good phone but if you aren't, I have to say, you just got an expensive toaster. Overheats a LOT, battery last nothing, lagging sometimes due to the processor overheats, recording a video? You can do it just for a couple of minutes or even less. More than once I had to take it out of my pocket because It was burning my leg (I'm not exaggerating), Maps + Spotify? It's a nice way to kill your brand new phone. Maybe saying this everybody could get a better picture of the issue: overheats even running WhatsApp and Chrome. It's not my first Xperia Z phone series and well.... this one is very disappointing.",4.0,4
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115.0,5,I Ordered this phone 4 days ago and it came fast. But the phone was super nice and clean everything has been working perfectly so far. The only damage I could even notice was a little wear around the sim ejection hole but flawless otherwise. I'm an At&T user so I'm not sure if mine is locked to it or not but I'm so happy that I actually got everything I asked for at such a low price. Godbless,1.0,4
BLU Studio 5.0 C HD - Unlocked Cell Phones - Retail Packaging - Blue,BLU,2000.0,5,Good,0.0,4
Samsung Galaxy S5 Mini G800F 16GB Unlocked Cellphone - International Version (Black),Samsung,239.0,5,Excellent!,0.0,4
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Gold,BLU,134.95,5,Great phone,0.0,4
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",Asus,189.99,4,Gr8 phone,0.0,4
"Samsung Galaxy S5 Mini G800H Unlocked Cellphone, International Version, 16GB, Black",Samsung,799.99,2,"I payed the shipment to make it come on Thursday / Friday because I needed for the weekend and came on Monday. However, It wasn't a big deal but the phone is in some language that I don't understand, with other alphabet and the manual too. Is being really hard for me changing everything because IDK even the letters!!!! I'm getting crazy.Now I'm starting to worry abt if it will work in Argentina or not.",1.0,2
Samsung Galaxy S5 SM-G900T - 16GB - Shimmery White Smart Phone - Unlocked (Certified Refurbished),Samsung,189.99,1,"I received the first phone, set it up, and then tried to make a call. It said it wasn't registered on the network. I tried everything I could think of and everything I could find online to attempt to fix the problem, to no avail. Then I spent 45 minutes on the phone (on a different line) with my phone provider's customer service rep, going through his list, which was essentially the same as all the things I had just tried, plus factory resetting it and attempting to set it up from scratch. Still no luck. He concluded it was probably defective.I ordered a second unit, which arrived in generic packaging (unlike what's pictured in the product photo), and with the battery already installed in the device (which is itself unusual). The phone failed to even power on. Tried with a known-good battery. No luck. Sending this one back.This was to replace a refurbished GS4 which stopped working after only a year.I think I'm done with Samsung ""Certified Refurbished"" devices now. #JustSaying",4.0,0
Samsung Galaxy S7 Edge Factory Unlocked Phone 32 GB - International Version G935F- Platinum Gold,,594.89,5,"I upgraded from a Galaxy S4 and am absolutely Amazed by this phone. It can go for over two days before charging. It has none of the typical bloatware. It's supposedly waterproof but I don't plan on testing that on purpose. It's painful to have to pay the full price up front but it's worth it to not be at the mercy of your cell phone provider. I will never buy a locked cell phone from a cell phone provider again. I'm glad they brought back the SD memory slot, but I wish it had a removable battery. Other than that, I think the Galaxy S7 is one of the best phones on the market at this time.",1.0,4
Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,88.0,3,"Phone was probably fine, but would not work on Verizon. Seller gladly refunded the money.",0.0,0
Apple iPhone 5C 16GB GSM Unlocked 4G LTE Smartphone w/ 8MP Camera - Green,,149.99,5,Cool like it,0.0,4
BLU Studio 5.0 Unlocked Dual Sim Phone--U.S. Warranty (Black),BLU,104.99,5,excelente,0.0,4
HTC One M7 Blue 32GB Unlocked Smart Phone 3/4G LTE,HTC,399.99,2,"Great phone except one thing, the battery is craps it last only a few hours and even then that is questionable.",0.0,3
OtterBox 'Defender Series' Protective Case for Samsung Galaxy S5 (all versions) + Belt-Clip/Holster - Deep Water Blue/White,OtterBox,16.9,5,"Love it, it's tough and durable. Perfect for working construction!",0.0,4
